detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
2198,310,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/411:58:00,,,,0,,,caipu/101001.jpg,1303
2538,383,609965,,,葱姜炒蟹,0,1,109,,2016/8/412:09:00,,,,0,,,caipu/102005.jpg,1105
4286,547,609961,,,姜葱炒花蟹,0,1,45,,2016/8/417:38:00,,,,0,,,caipu/102001.jpg,1018
5611,668,609967,,,香酥两吃大虾,0,1,89,,2016/8/418:06:00,,,,0,,,caipu/101002.jpg,1232
6417,742,609962,,,倒立蒸梭子蟹,0,1,169,,2016/8/418:21:00,,,,0,,,caipu/102002.jpg,1597
4792,593,609970,,,麻辣小龙虾,0,1,99,,2016/8/418:36:00,,,,0,,,caipu/101006.jpg,1189
5523,1259,610066,,,辣炒田螺,0,1,35,,2016/8/418:52:00,,,,0,,,caipu/104005.jpg,1115
6003,703,609967,,,香酥两吃大虾,0,1,89,,2016/8/418:54:00,,,,0,,,caipu/101002.jpg,1594
5691,673,610062,,,蒜蓉生蚝,0,1,49,,2016/8/420:38:00,,,,0,,,caipu/104001.jpg,1221
5628,669,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/421:12:00,,,,0,,,caipu/101001.jpg,1273
3231,443,610010,,,白饭/小碗,0,6,1,,2016/8/421:32:00,,,,0,,,caipu/601004.jpg,1605
4417,557,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/421:54:00,,,,0,,,caipu/101001.jpg,1163
2161,333,609959,,,小炒羊腰,0,1,36,,2016/8/512:04:00,,,,0,,,caipu/202005.jpg,1249
2548,384,609941,,,清蒸海鱼,0,1,78,,2016/8/512:27:00,,,,0,,,caipu/103002.jpg,1148
7367,831,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/512:36:00,,,,0,,,caipu/101004.jpg,1096
2525,382,609970,,,麻辣小龙虾,0,1,99,,2016/8/512:41:00,,,,0,,,caipu/101006.jpg,1206
1976,313,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/513:39:00,,,,0,,,caipu/101004.jpg,1226
8047,892,609940,,,清蒸蝶鱼,0,1,56,,2016/8/513:42:00,,,,0,,,caipu/103001.jpg,989
6619,762,610039,,,培根紫菜卷,0,1,30,,2016/8/517:16:00,,,,0,,,caipu/105003.jpg,1138
3153,1070,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/517:23:00,,,,0,,,caipu/101001.jpg,1177
5771,682,609968,,,油焖麻辣虾,0,1,65,,2016/8/518:28:00,,,,0,,,caipu/101003.jpg,1144
4228,541,609944,,,水煮鱼,0,1,65,,2016/8/518:37:00,,,,0,,,caipu/103005.jpg,1151
5021,610,609964,,,避风塘炒蟹,0,1,48,,2016/8/518:38:00,,,,0,,,caipu/102004.jpg,1571
4580,575,609967,,,香酥两吃大虾,0,1,89,,2016/8/518:42:00,,,,0,,,caipu/101002.jpg,1093
5425,652,610041,,,凉拌海带豆芽紫菜,0,1,35,,2016/8/518:53:00,,,,0,,,caipu/105005.jpg,1164
6827,779,609991,,,香烤牛排,0,6,55,,2016/8/519:05:00,,,,0,,,caipu/201001.jpg,1304
4551,573,609970,,,麻辣小龙虾,0,1,99,,2016/8/519:37:00,,,,0,,,caipu/101006.jpg,1337
3335,451,609958,,,香辣爆羊肝,0,1,28,,2016/8/520:00:00,,,,0,,,caipu/202004.jpg,1488
5760,681,609970,,,麻辣小龙虾,0,1,99,,2016/8/520:22:00,,,,0,,,caipu/101006.jpg,1183
3862,502,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/520:56:00,,,,0,,,caipu/101004.jpg,1028
4260,545,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/520:59:00,,,,0,,,caipu/101004.jpg,1117
4617,578,609932,,,爆炒猪肝,0,1,68,,2016/8/521:34:00,,,,0,,,caipu/203003.jpg,1404
5077,617,609970,,,麻辣小龙虾,0,1,99,,2016/8/522:01:00,,,,0,,,caipu/101006.jpg,1107
2563,386,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/611:05:00,,,,0,,,caipu/101001.jpg,1160
3466,434,609958,,,香辣爆羊肝,0,1,28,,2016/8/611:17:00,,,,0,,,caipu/202004.jpg,1377
8055,894,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/611:20:00,,,,0,,,caipu/101001.jpg,1140
7310,824,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/611:38:00,,,,0,,,caipu/101001.jpg,1601
7452,837,609967,,,香酥两吃大虾,0,1,89,,2016/8/611:42:00,,,,0,,,caipu/101002.jpg,1024
7188,814,609931,,,焖猪手,0,1,58,,2016/8/611:49:00,,,,0,,,caipu/203002.jpg,1129
2640,391,610039,,,培根紫菜卷,0,1,30,,2016/8/611:58:00,,,,0,,,caipu/105003.jpg,1253
1675,266,609943,,,剁椒鱼头,0,1,55,,2016/8/612:28:00,,,,0,,,caipu/103004.jpg,990
2739,399,610065,,,辣炒花蛤,0,1,35,,2016/8/612:37:00,,,,0,,,caipu/104004.jpg,1167
7742,865,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/612:54:00,,,,0,,,caipu/101001.jpg,1130
1953,311,610063,,,蒜香辣花甲,0,1,45,,2016/8/612:57:00,,,,0,,,caipu/104002.jpg,1086
7668,856,609964,,,避风塘炒蟹,0,1,48,,2016/8/613:02:00,,,,0,,,caipu/102004.jpg,1125
1131,203,610064,,,花蛤蒸蛋,0,1,37,,2016/8/613:13:00,,,,0,,,caipu/104003.jpg,1250
7340,829,609967,,,香酥两吃大虾,0,1,89,,2016/8/613:16:00,,,,0,,,caipu/101002.jpg,1220
7661,855,609972,,,核桃葡萄干土司,0,1,19,,2016/8/613:40:00,,,,0,,,caipu/502002.jpg,1598
7576,848,609967,,,香酥两吃大虾,0,1,89,,2016/8/613:41:00,,,,0,,,caipu/101002.jpg,1131
7877,878,609967,,,香酥两吃大虾,0,1,89,,2016/8/613:44:00,,,,0,,,caipu/101002.jpg,1453
7816,872,609961,,,姜葱炒花蟹,0,1,45,,2016/8/613:47:00,,,,0,,,caipu/102001.jpg,1162
7057,800,610050,,,番茄甘蓝,0,1,33,,2016/8/614:02:00,,,,0,,,caipu/301004.jpg,1159
6522,750,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/617:11:00,,,,0,,,caipu/101004.jpg,1459
2370,1004,609955,,,红酒炖羊肉,0,1,108,,2016/8/617:16:00,,,,0,,,caipu/202001.jpg,1105
3281,447,609970,,,麻辣小龙虾,0,1,99,,2016/8/617:16:00,,,,0,,,caipu/101006.jpg,1609
2856,1038,610010,,,白饭/小碗,0,3,1,,2016/8/617:20:00,,,,0,,,caipu/601004.jpg,1139
4130,1149,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/617:25:00,,,,0,,,caipu/101001.jpg,1263
5827,690,609965,,,葱姜炒蟹,0,1,109,,2016/8/617:27:00,,,,0,,,caipu/102005.jpg,1274
2662,1026,609946,,,谷稻小庄,0,1,38,,2016/8/617:33:00,,,,0,,,caipu/404002.jpg,1010
2481,1012,610039,,,培根紫菜卷,0,1,30,,2016/8/617:36:00,,,,0,,,caipu/105003.jpg,1106
3835,500,609931,,,焖猪手,0,1,58,,2016/8/617:36:00,,,,0,,,caipu/203002.jpg,1409
6239,1317,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/617:49:00,,,,0,,,caipu/101001.jpg,1153
3413,1002,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016/8/617:55:00,,,,0,,,caipu/202006.jpg,1145
3681,484,609961,,,姜葱炒花蟹,0,1,45,,2016/8/618:01:00,,,,0,,,caipu/102001.jpg,1454
4668,584,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/618:02:00,,,,0,,,caipu/101004.jpg,1487
2566,1021,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/618:15:00,,,,0,,,caipu/101004.jpg,1116
5968,1298,609970,,,麻辣小龙虾,0,1,99,,2016/8/618:16:00,,,,0,,,caipu/101006.jpg,1244
4422,1173,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/618:23:00,,,,0,,,caipu/101001.jpg,1016
5446,1251,609956,,,孜然羊排,0,1,88,,2016/8/618:32:00,,,,0,,,caipu/202002.jpg,1121
6047,712,609963,,,盘蟹蒸蛋,0,1,55,,2016/8/618:46:00,,,,0,,,caipu/102003.jpg,1148
5840,1290,609970,,,麻辣小龙虾,0,1,99,,2016/8/618:47:00,,,,0,,,caipu/101006.jpg,1558
5505,1258,610019,,,白斩鸡,0,1,88,,2016/8/618:51:00,,,,0,,,caipu/204002.jpg,1606
6805,778,609968,,,油焖麻辣虾,0,1,65,,2016/8/618:54:00,,,,0,,,caipu/101003.jpg,1020
3627,475,610038,,,芝麻烤紫菜,0,1,25,,2016/8/619:05:00,,,,0,,,caipu/105002.jpg,1166
3115,1064,609964,,,避风塘炒蟹,0,1,48,,2016/8/619:06:00,,,,0,,,caipu/102004.jpg,1196
4457,1177,609944,,,水煮鱼,0,1,65,,2016/8/619:11:00,,,,0,,,caipu/103005.jpg,1128
4424,1174,609959,,,小炒羊腰,0,1,36,,2016/8/619:17:00,,,,0,,,caipu/202005.jpg,1152
3550,1103,609963,,,盘蟹蒸蛋,0,1,55,,2016/8/619:50:00,,,,0,,,caipu/102003.jpg,1321
4259,1157,609967,,,香酥两吃大虾,0,1,89,,2016/8/620:00:00,,,,0,,,caipu/101002.jpg,1446
3861,1126,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/620:02:00,,,,0,,,caipu/101001.jpg,1118
3369,1031,609944,,,水煮鱼,0,1,65,,2016/8/620:19:00,,,,0,,,caipu/103005.jpg,1208
3314,1082,610011,,,白饭/大碗,0,1,10,,2016/8/620:29:00,,,,0,,,caipu/601005.jpg,1157
3929,508,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/620:37:00,,,,0,,,caipu/101004.jpg,1238
5712,1278,609970,,,麻辣小龙虾,0,1,99,,2016/8/620:40:00,,,,0,,,caipu/101006.jpg,1158
4074,524,609995,,,党参黄芪炖牛尾,0,1,35,,2016/8/620:42:00,,,,0,,,caipu/201005.jpg,1381
3034,1054,610015,,,葱油凉拌藕片,0,1,30,,2016/8/620:46:00,,,,0,,,caipu/302004.jpg,1152
5722,677,609944,,,水煮鱼,0,1,65,,2016/8/620:48:00,,,,0,,,caipu/103005.jpg,1190
5655,1274,609970,,,麻辣小龙虾,0,1,99,,2016/8/620:50:00,,,,0,,,caipu/101006.jpg,1167
6127,1309,610064,,,花蛤蒸蛋,0,1,37,,2016/8/620:51:00,,,,0,,,caipu/104003.jpg,1443
4103,1148,609941,,,清蒸海鱼,0,1,78,,2016/8/621:13:00,,,,0,,,caipu/103002.jpg,1092
8194,905,609944,,,水煮鱼,0,1,65,,2016/8/621:16:00,,,,0,,,caipu/103005.jpg,1142
3620,1108,609932,,,爆炒猪肝,0,1,68,,2016/8/621:16:00,,,,0,,,caipu/203003.jpg,1140
5818,1288,610011,,,白饭/大碗,0,1,10,,2016/8/621:21:00,,,,0,,,caipu/601005.jpg,1207
2698,1029,609991,,,香烤牛排,0,1,55,,2016/8/621:23:00,,,,0,,,caipu/201001.jpg,1269
3174,439,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/621:27:00,,,,0,,,caipu/101001.jpg,1187
6194,1314,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/621:32:00,,,,0,,,caipu/101004.jpg,1130
4557,1184,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/621:38:00,,,,0,,,caipu/101004.jpg,1120
5624,1267,610065,,,辣炒花蛤,0,1,35,,2016/8/621:39:00,,,,0,,,caipu/104004.jpg,1599
3781,1121,609962,,,倒立蒸梭子蟹,0,1,169,,2016/8/621:41:00,,,,0,,,caipu/102002.jpg,1547
4704,1193,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/621:56:00,,,,0,,,caipu/101004.jpg,1548
5141,1227,609959,,,小炒羊腰,0,1,36,,2016/8/621:56:00,,,,0,,,caipu/202005.jpg,1549
5440,1250,609970,,,麻辣小龙虾,0,1,99,,2016/8/621:57:00,,,,0,,,caipu/101006.jpg,1550
6034,1302,609970,,,麻辣小龙虾,0,1,99,,2016/8/621:57:00,,,,0,,,caipu/101006.jpg,1551
6052,1303,610043,,,肉丁茄子,0,1,39,,2016/8/622:03:00,,,,0,,,caipu/305002.jpg,1123
2808,406,609940,,,清蒸蝶鱼,0,1,56,,2016/8/711:03:00,,,,0,,,caipu/103001.jpg,1209
1792,283,609961,,,姜葱炒花蟹,0,1,45,,2016/8/711:04:00,,,,0,,,caipu/102001.jpg,1519
6852,782,609934,,,芹菜炒腰花,0,1,18,,2016/8/711:10:00,,,,0,,,caipu/203005.jpg,1167
1108,201,609975,,,一品香酥藕,0,1,10,,2016/8/711:11:00,,,,0,,,caipu/502005.jpg,1478
7801,871,609989,,,青岛啤酒罐装,0,1,7,,2016/8/711:13:00,,,,0,,,caipu/403004.jpg,1562
3042,428,609944,,,水煮鱼,0,1,65,,2016/8/711:14:00,,,,0,,,caipu/103005.jpg,1349
2655,394,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/711:16:00,,,,0,,,caipu/101001.jpg,1213
1534,239,609967,,,香酥两吃大虾,0,1,89,,2016/8/711:30:00,,,,0,,,caipu/101002.jpg,1087
7489,840,609932,,,爆炒猪肝,0,1,68,,2016/8/711:32:00,,,,0,,,caipu/203003.jpg,1144
7440,836,609931,,,焖猪手,0,1,58,,2016/8/711:47:00,,,,0,,,caipu/203002.jpg,1448
7162,812,609970,,,麻辣小龙虾,0,1,99,,2016/8/712:08:00,,,,0,,,caipu/101006.jpg,1122
7515,844,609970,,,麻辣小龙虾,0,1,99,,2016/8/712:16:00,,,,0,,,caipu/101006.jpg,1205
2287,351,609940,,,清蒸蝶鱼,0,1,56,,2016/8/712:23:00,,,,0,,,caipu/103001.jpg,1610
7032,797,609943,,,剁椒鱼头,0,1,55,,2016/8/712:49:00,,,,0,,,caipu/103004.jpg,1086
7644,854,610063,,,蒜香辣花甲,0,1,45,,2016/8/713:24:00,,,,0,,,caipu/104002.jpg,1140
7848,875,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/713:32:00,,,,0,,,caipu/101001.jpg,1258
7919,881,609967,,,香酥两吃大虾,0,1,89,,2016/8/713:33:00,,,,0,,,caipu/101002.jpg,1176
7545,846,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/713:35:00,,,,0,,,caipu/101001.jpg,1270
2694,396,610063,,,蒜香辣花甲,0,1,45,,2016/8/713:35:00,,,,0,,,caipu/104002.jpg,1533
7324,826,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/714:02:00,,,,0,,,caipu/101001.jpg,1131
6561,755,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/717:10:00,,,,0,,,caipu/101004.jpg,1105
6382,739,609977,,,快炒黄鳝,0,1,50,,2016/8/717:24:00,,,,0,,,caipu/106002.jpg,1185
3638,1053,609963,,,盘蟹蒸蛋,0,1,55,,2016/8/717:42:00,,,,0,,,caipu/102003.jpg,1121
8204,906,609956,,,孜然羊排,0,1,88,,2016/8/717:43:00,,,,0,,,caipu/202002.jpg,1572
5577,1264,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/717:52:00,,,,0,,,caipu/101001.jpg,1482
4819,594,609970,,,麻辣小龙虾,0,1,99,,2016/8/717:54:00,,,,0,,,caipu/101006.jpg,1402
2425,1008,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/717:55:00,,,,0,,,caipu/101001.jpg,1574
4821,1203,609967,,,香酥两吃大虾,0,1,89,,2016/8/718:00:00,,,,0,,,caipu/101002.jpg,1313
5790,642,610024,,,红酒土豆烧鸭腿,0,1,48,,2016/8/718:04:00,,,,0,,,caipu/204007.jpg,1322
3813,1123,609967,,,香酥两吃大虾,0,1,89,,2016/8/718:05:00,,,,0,,,caipu/101002.jpg,1122
4508,568,609970,,,麻辣小龙虾,0,1,99,,2016/8/718:21:00,,,,0,,,caipu/101006.jpg,1245
2956,1049,609968,,,油焖麻辣虾,0,1,65,,2016/8/718:29:00,,,,0,,,caipu/101003.jpg,1123
4804,1201,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016/8/718:29:00,,,,0,,,caipu/202006.jpg,1234
2667,1027,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016/8/718:35:00,,,,0,,,caipu/111.jpg,1382
4400,1323,610062,,,蒜蓉生蚝,0,1,49,,2016/8/718:36:00,,,,0,,,caipu/104001.jpg,1208
5596,1266,609942,,,辣炒鱿鱼,0,1,58,,2016/8/718:44:00,,,,0,,,caipu/103003.jpg,1444
2371,1003,609952,,,美妙绝伦之白莲花,0,1,29,,2016/8/718:59:00,,,,0,,,caipu/303003.jpg,1600
3373,454,610063,,,蒜香辣花甲,0,1,45,,2016/8/719:03:00,,,,0,,,caipu/104002.jpg,1473
3621,474,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/719:04:00,,,,0,,,caipu/101001.jpg,1172
4962,607,609967,,,香酥两吃大虾,0,1,89,,2016/8/719:17:00,,,,0,,,caipu/101002.jpg,1165
4122,1319,609992,,,番茄炖牛腩,0,1,35,,2016/8/719:18:00,,,,0,,,caipu/201002.jpg,1527
5126,1224,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/719:34:00,,,,0,,,caipu/101004.jpg,1106
3889,1129,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/719:40:00,,,,0,,,caipu/101001.jpg,1168
5755,1282,609962,,,倒立蒸梭子蟹,0,1,169,,2016/8/719:44:00,,,,0,,,caipu/102002.jpg,1300
5570,1263,609967,,,香酥两吃大虾,0,1,89,,2016/8/719:59:00,,,,0,,,caipu/101002.jpg,1420
4391,1169,609943,,,剁椒鱼头,0,1,55,,2016/8/720:01:00,,,,0,,,caipu/103004.jpg,1146
4921,1211,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/720:11:00,,,,0,,,caipu/101001.jpg,1607
3964,1138,609961,,,姜葱炒花蟹,0,1,45,,2016/8/720:16:00,,,,0,,,caipu/102001.jpg,1223
4285,1162,609940,,,清蒸蝶鱼,0,1,56,,2016/8/720:21:00,,,,0,,,caipu/103001.jpg,1447
3151,1069,609991,,,香烤牛排,0,1,55,,2016/8/720:22:00,,,,0,,,caipu/201001.jpg,1239
5870,1293,609970,,,麻辣小龙虾,0,1,99,,2016/8/720:39:00,,,,0,,,caipu/101006.jpg,1132
2488,1014,609968,,,油焖麻辣虾,0,1,65,,2016/8/720:39:00,,,,0,,,caipu/101003.jpg,1151
3597,1109,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/720:40:00,,,,0,,,caipu/101001.jpg,1280
6081,711,609991,,,香烤牛排,0,1,55,,2016/8/720:42:00,,,,0,,,caipu/201001.jpg,1034
3994,1139,609963,,,盘蟹蒸蛋,0,1,55,,2016/8/720:46:00,,,,0,,,caipu/102003.jpg,1114
5610,1268,609968,,,油焖麻辣虾,0,1,65,,2016/8/720:55:00,,,,0,,,caipu/101003.jpg,1553
3502,1096,609961,,,姜葱炒花蟹,0,1,45,,2016/8/721:09:00,,,,0,,,caipu/102001.jpg,1464
4270,1159,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/721:15:00,,,,0,,,caipu/101001.jpg,1153
8235,909,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016/8/721:25:00,,,,0,,,caipu/111.jpg,991
4073,1146,610064,,,花蛤蒸蛋,0,1,37,,2016/8/721:35:00,,,,0,,,caipu/104003.jpg,1191
4885,1208,609967,,,香酥两吃大虾,0,1,89,,2016/8/721:35:00,,,,0,,,caipu/101002.jpg,1182
4845,598,609967,,,香酥两吃大虾,0,1,89,,2016/8/721:36:00,,,,0,,,caipu/101002.jpg,1469
4572,1186,609967,,,香酥两吃大虾,0,1,89,,2016/8/721:54:00,,,,0,,,caipu/101002.jpg,1489
4269,546,609959,,,小炒羊腰,0,1,36,,2016/8/721:57:00,,,,0,,,caipu/202005.jpg,1275
2672,393,609935,,,山药养生粥,0,1,19,,2016/8/811:04:00,,,,0,,,caipu/602001.jpg,1210
1926,306,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/811:33:00,,,,0,,,caipu/101004.jpg,1227
3084,430,609979,,,鲜美鳝鱼,0,1,55,,2016/8/812:27:00,,,,0,,,caipu/106004.jpg,1465
2825,407,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/813:53:00,,,,0,,,caipu/101001.jpg,1595
1955,312,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016/8/813:58:00,,,,0,,,caipu/202006.jpg,1251
